,CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,City,State
163,"Flagstaff, AZ",22380,2014,357,250,102,5,0,0,0,126,67,44,0,0,346,11,0,Flagstaff, AZ
257,"Lake Havasu City-Kingman, AZ",29420,2014,365,356,9,0,0,0,0,77,31,18,0,0,0,19,346,Lake Havasu City-Kingman, AZ
335,"Nogales, AZ",35700,2014,365,267,94,2,2,0,0,199,69,34,0,0,0,121,244,Nogales, AZ
355,"Payson, AZ",37740,2014,365,251,110,4,0,0,0,150,71,45,0,0,202,2,161,Payson, AZ
359,"Phoenix-Mesa-Scottsdale, AZ",38060,2014,365,22,224,85,18,4,12,881,147,83,0,3,110,64,188,Phoenix-Mesa-Scottsdale, AZ
371,"Prescott, AZ",39140,2014,280,185,89,6,0,0,0,140,77,44,0,0,242,38,0,Prescott, AZ
434,"Show Low, AZ",43320,2014,365,272,91,2,0,0,0,101,64,44,0,0,359,1,5,Show Low, AZ
436,"Sierra Vista-Douglas, AZ",43420,2014,365,225,135,5,0,0,0,137,67,47,0,0,264,18,83,Sierra Vista-Douglas, AZ
474,"Tucson, AZ",46060,2014,365,221,141,3,0,0,0,129,74,48,0,5,247,28,85,Tucson, AZ
521,"Yuma, AZ",49740,2014,365,221,127,12,3,2,0,284,84,47,0,0,194,45,126,Yuma, AZ
163,"Flagstaff, AZ",22380,2015,365,260,101,4,0,0,0,108,71,44,0,0,359,6,0,Flagstaff, AZ
260,"Lake Havasu City-Kingman, AZ",29420,2015,364,354,10,0,0,0,0,58,32,17,0,0,0,41,323,Lake Havasu City-Kingman, AZ
336,"Nogales, AZ",35700,2015,365,294,68,3,0,0,0,135,60,30,0,0,0,264,101,Nogales, AZ
356,"Payson, AZ",37740,2015,365,258,102,5,0,0,0,129,74,43,0,0,269,4,92,Payson, AZ
360,"Phoenix-Mesa-Scottsdale, AZ",38060,2015,365,51,244,57,3,0,10,881,112,71,0,11,150,72,132,Phoenix-Mesa-Scottsdale, AZ
373,"Prescott, AZ",39140,2015,300,235,65,0,0,0,0,100,64,41,0,0,275,25,0,Prescott, AZ
437,"Show Low, AZ",43320,2015,365,317,48,0,0,0,0,100,54,39,0,0,320,9,36,Show Low, AZ
439,"Sierra Vista-Douglas, AZ",43420,2015,365,282,83,0,0,0,0,90,64,44,0,0,332,10,23,Sierra Vista-Douglas, AZ
476,"Tucson, AZ",46060,2015,365,247,117,1,0,0,0,101,71,45,0,2,281,16,66,Tucson, AZ
524,"Yuma, AZ",49740,2015,365,260,91,13,0,1,0,266,77,43,0,0,212,20,133,Yuma, AZ
160,"Flagstaff, AZ",22380,2016,366,301,65,0,0,0,0,97,58,44,0,0,363,3,0,Flagstaff, AZ
256,"Lake Havasu City-Kingman, AZ",29420,2016,357,336,21,0,0,0,0,83,40,18,0,0,0,34,323,Lake Havasu City-Kingman, AZ
334,"Nogales, AZ",35700,2016,363,260,102,0,1,0,0,191,62,38,0,0,0,200,163,Nogales, AZ
354,"Payson, AZ",37740,2016,366,257,107,2,0,0,0,115,71,44,0,0,300,2,64,Payson, AZ
358,"Phoenix-Mesa-Scottsdale, AZ",38060,2016,366,26,265,67,5,2,1,1263,115,74,0,13,107,79,167,Phoenix-Mesa-Scottsdale, AZ
371,"Prescott, AZ",39140,2016,349,300,49,0,0,0,0,90,54,40,0,0,343,6,0,Prescott, AZ
435,"Show Low, AZ",43320,2016,366,301,65,0,0,0,0,90,54,43,0,0,352,0,14,Show Low, AZ
437,"Sierra Vista-Douglas, AZ",43420,2016,366,281,83,2,0,0,0,141,61,44,0,0,323,3,40,Sierra Vista-Douglas, AZ
474,"Tucson, AZ",46060,2016,366,203,159,4,0,0,0,119,74,49,0,0,246,13,107,Tucson, AZ
522,"Yuma, AZ",49740,2016,366,228,124,12,1,0,1,419,77,46,0,0,213,43,110,Yuma, AZ
160,"Flagstaff, AZ",22380,2017,365,259,105,1,0,0,0,105,71,45,0,0,355,10,0,Flagstaff, AZ
255,"Lake Havasu City-Kingman, AZ",29420,2017,355,349,6,0,0,0,0,86,30,17,0,0,0,32,323,Lake Havasu City-Kingman, AZ
333,"Nogales, AZ",35700,2017,365,276,85,2,2,0,0,186,61,33,0,0,0,181,184,Nogales, AZ
353,"Payson, AZ",37740,2017,365,247,109,8,1,0,0,161,74,44,0,0,320,1,44,Payson, AZ
357,"Phoenix-Mesa-Scottsdale, AZ",38060,2017,365,32,238,82,11,1,1,365,123,84,0,12,135,58,160,Phoenix-Mesa-Scottsdale, AZ
370,"Prescott, AZ",39140,2017,340,231,104,5,0,0,0,119,74,46,0,0,326,14,0,Prescott, AZ
434,"Show Low, AZ",43320,2017,365,279,85,1,0,0,0,101,64,44,0,0,350,0,15,Show Low, AZ
436,"Sierra Vista-Douglas, AZ",43420,2017,365,255,108,2,0,0,0,111,71,44,0,0,302,10,53,Sierra Vista-Douglas, AZ
473,"Tucson, AZ",46060,2017,365,145,213,7,0,0,0,122,80,53,0,0,207,36,122,Tucson, AZ
521,"Yuma, AZ",49740,2017,365,241,110,12,1,1,0,235,72,45,0,0,209,50,106,Yuma, AZ
161,"Flagstaff, AZ",22380,2018,365,240,122,3,0,0,0,126,77,45,0,0,358,7,0,Flagstaff, AZ
254,"Lake Havasu City-Kingman, AZ",29420,2018,363,350,12,1,0,0,0,105,33,18,0,0,0,33,330,Lake Havasu City-Kingman, AZ
331,"Nogales, AZ",35700,2018,365,294,69,1,1,0,0,183,59,31,0,0,0,220,145,Nogales, AZ
351,"Payson, AZ",37740,2018,365,220,122,22,1,0,0,171,87,47,0,0,329,0,36,Payson, AZ
355,"Phoenix-Mesa-Scottsdale, AZ",38060,2018,365,42,238,66,7,4,8,996,126,77,0,10,144,58,153,Phoenix-Mesa-Scottsdale, AZ
368,"Prescott, AZ",39140,2018,365,292,72,1,0,0,0,101,61,43,0,0,363,2,0,Prescott, AZ
431,"Show Low, AZ",43320,2018,363,261,100,2,0,0,0,115,74,44,0,0,353,2,8,Show Low, AZ
433,"Sierra Vista-Douglas, AZ",43420,2018,365,276,89,0,0,0,0,90,63,44,0,0,313,18,34,Sierra Vista-Douglas, AZ
468,"Tucson, AZ",46060,2018,365,196,158,11,0,0,0,129,84,49,0,0,255,31,79,Tucson, AZ
516,"Yuma, AZ",49740,2018,365,239,110,15,1,0,0,169,80,45,0,0,235,33,97,Yuma, AZ
159,"Flagstaff, AZ",22380,2019,365,289,76,0,0,0,0,80,61,45,0,0,356,9,0,Flagstaff, AZ
252,"Lake Havasu City-Kingman, AZ",29420,2019,365,358,7,0,0,0,0,69,27,14,0,0,0,28,337,Lake Havasu City-Kingman, AZ
330,"Nogales, AZ",35700,2019,362,280,80,2,0,0,0,120,63,31,0,0,0,245,117,Nogales, AZ
350,"Payson, AZ",37740,2019,365,210,139,16,0,0,0,146,87,48,0,0,350,0,15,Payson, AZ
354,"Phoenix-Mesa-Scottsdale, AZ",38060,2019,365,50,261,42,2,3,7,886,107,74,0,3,169,72,121,Phoenix-Mesa-Scottsdale, AZ
367,"Prescott, AZ",39140,2019,357,299,58,0,0,0,0,87,54,43,0,0,355,2,0,Prescott, AZ
430,"Show Low, AZ",43320,2019,365,294,70,1,0,0,0,112,58,44,0,0,357,0,8,Show Low, AZ
432,"Sierra Vista-Douglas, AZ",43420,2019,365,266,99,0,0,0,0,97,64,45,0,0,327,13,25,Sierra Vista-Douglas, AZ
467,"Tucson, AZ",46060,2019,365,225,138,2,0,0,0,103,71,47,0,1,261,20,83,Tucson, AZ
515,"Yuma, AZ",49740,2019,365,265,97,3,0,0,0,129,67,45,0,0,273,42,50,Yuma, AZ
159,"Flagstaff, AZ",22380,2020,366,308,58,0,0,0,0,93,54,44,0,0,352,14,0,Flagstaff, AZ
248,"Lake Havasu City-Kingman, AZ",29420,2020,358,349,8,1,0,0,0,116,34,18,0,0,0,25,333,Lake Havasu City-Kingman, AZ
324,"Nogales, AZ",35700,2020,360,233,122,4,1,0,0,165,69,34,0,0,0,191,169,Nogales, AZ
344,"Payson, AZ",37740,2020,366,256,99,8,3,0,0,174,74,44,0,0,338,1,27,Payson, AZ
348,"Phoenix-Mesa-Scottsdale, AZ",38060,2020,366,11,125,85,69,74,2,1124,216,119,0,0,225,61,80,Phoenix-Mesa-Scottsdale, AZ
361,"Prescott, AZ",39140,2020,331,265,65,1,0,0,0,119,61,45,0,0,331,0,0,Prescott, AZ
421,"Show Low, AZ",43320,2020,366,317,47,2,0,0,0,136,54,43,0,0,360,3,3,Show Low, AZ
423,"Sierra Vista-Douglas, AZ",43420,2020,366,274,90,2,0,0,0,108,61,45,0,0,303,2,61,Sierra Vista-Douglas, AZ
458,"Tucson, AZ",46060,2020,366,154,199,12,0,1,0,277,77,53,0,0,202,45,119,Tucson, AZ
503,"Yuma, AZ",49740,2020,366,257,106,2,0,0,1,321,69,44,0,0,235,70,61,Yuma, AZ
161,"Flagstaff, AZ",22380,2021,365,268,97,0,0,0,0,93,64,45,0,0,360,5,0,Flagstaff, AZ
250,"Lake Havasu City-Kingman, AZ",29420,2021,363,360,2,0,1,0,0,156,34,19,0,0,0,0,363,Lake Havasu City-Kingman, AZ
326,"Nogales, AZ",35700,2021,360,216,142,1,1,0,0,166,70,43,0,0,0,218,142,Nogales, AZ
346,"Payson, AZ",37740,2021,365,240,115,8,2,0,0,180,80,45,0,0,345,0,20,Payson, AZ
350,"Phoenix-Mesa-Scottsdale, AZ",38060,2021,365,11,117,103,61,73,0,272,213,123,0,0,275,23,67,Phoenix-Mesa-Scottsdale, AZ
363,"Prescott, AZ",39140,2021,331,302,29,0,0,0,0,64,50,44,0,0,331,0,0,Prescott, AZ
423,"Show Low, AZ",43320,2021,365,293,71,1,0,0,0,101,61,44,0,0,338,1,26,Show Low, AZ
425,"Sierra Vista-Douglas, AZ",43420,2021,365,259,104,2,0,0,0,105,60,45,0,0,308,0,57,Sierra Vista-Douglas, AZ
460,"Tucson, AZ",46060,2021,365,143,208,13,0,0,1,315,85,53,0,0,200,58,107,Tucson, AZ
505,"Yuma, AZ",49740,2021,365,231,128,5,1,0,0,170,71,46,0,0,229,71,65,Yuma, AZ
157,"Flagstaff, AZ",22380,2022,273,196,76,1,0,0,0,101,67,47,0,0,273,0,0,Flagstaff, AZ
245,"Lake Havasu City-Kingman, AZ",29420,2022,273,257,15,1,0,0,0,115,36,18,0,0,0,0,273,Lake Havasu City-Kingman, AZ
319,"Nogales, AZ",35700,2022,270,224,46,0,0,0,0,93,60,32,0,0,0,181,89,Nogales, AZ
339,"Payson, AZ",37740,2022,273,158,97,16,2,0,0,177,90,48,0,0,257,0,16,Payson, AZ
343,"Phoenix-Mesa-Scottsdale, AZ",38060,2022,303,56,164,63,14,6,0,264,136,77,0,0,212,9,82,Phoenix-Mesa-Scottsdale, AZ
356,"Prescott, AZ",39140,2022,273,249,24,0,0,0,0,87,49,42,0,0,273,0,0,Prescott, AZ
414,"Show Low, AZ",43320,2022,272,221,51,0,0,0,0,93,61,43,0,0,209,0,63,Show Low, AZ
416,"Sierra Vista-Douglas, AZ",43420,2022,273,203,69,1,0,0,0,101,64,45,0,0,195,0,78,Sierra Vista-Douglas, AZ
451,"Tucson, AZ",46060,2022,273,157,108,8,0,0,0,142,78,48,0,0,123,15,135,Tucson, AZ
495,"Yuma, AZ",49740,2022,273,169,95,9,0,0,0,142,80,46,0,0,173,32,68,Yuma, AZ
54,"Boulder, CO",14500,2012,359,191,133,31,4,0,0,172,100,48,0,0,337,19,3,Boulder, CO
59,"Breckenridge, CO",14720,2012,123,119,4,0,0,0,0,64,31,12,0,0,0,0,123,Breckenridge, CO
76,"Caon City, CO",15860,2012,57,56,1,0,0,0,0,54,30,15,0,0,0,0,57,Caon City, CO
98,"Colorado Springs, CO",17820,2012,366,210,136,20,0,0,0,129,90,48,0,0,363,2,1,Colorado Springs, CO
109,"Craig, CO",18780,2012,361,266,94,1,0,0,0,105,64,44,0,0,361,0,0,Craig, CO
122,"Denver-Aurora-Lakewood, CO",19740,2012,366,112,184,63,7,0,0,190,115,63,0,74,256,28,8,Denver-Aurora-Lakewood, CO
132,"Durango, CO",20420,2012,366,218,146,2,0,0,0,108,80,48,0,2,361,1,2,Durango, CO
166,"Fort Collins, CO",22660,2012,366,166,150,45,5,0,0,172,105,54,0,0,356,8,2,Fort Collins, CO
181,"Glenwood Springs, CO",24060,2012,366,142,171,53,0,0,0,150,105,61,0,0,365,0,1,Glenwood Springs, CO
184,"Grand Junction, CO",24300,2012,366,200,155,11,0,0,0,122,87,48,0,0,340,17,9,Grand Junction, CO
188,"Greeley, CO",24540,2012,366,204,142,18,2,0,0,161,90,48,2,0,336,26,2,Greeley, CO
378,"Pueblo, CO",39380,2012,133,127,6,0,0,0,0,80,44,24,0,0,0,88,45,Pueblo, CO
458,"Steamboat Springs, CO",44460,2012,353,346,7,0,0,0,0,85,32,15,0,0,0,0,353,Steamboat Springs, CO
54,"Boulder, CO",14500,2013,360,238,106,15,1,0,0,151,87,45,0,0,336,23,1,Boulder, CO
75,"Caon City, CO",15860,2013,62,60,2,0,0,0,0,78,34,16,0,0,0,0,62,Caon City, CO
96,"Colorado Springs, CO",17820,2013,365,231,124,10,0,0,0,140,84,47,0,0,355,7,3,Colorado Springs, CO
109,"Craig, CO",18780,2013,357,290,67,0,0,0,0,90,58,44,0,0,357,0,0,Craig, CO
122,"Denver-Aurora-Lakewood, CO",19740,2013,365,102,219,36,8,0,0,169,105,62,0,62,249,44,10,Denver-Aurora-Lakewood, CO
132,"Durango, CO",20420,2013,365,233,127,4,0,1,0,293,77,47,0,6,357,1,1,Durango, CO
167,"Fort Collins, CO",22660,2013,365,194,143,26,2,0,0,164,93,49,0,0,349,14,2,Fort Collins, CO
182,"Glenwood Springs, CO",24060,2013,365,239,125,1,0,0,0,101,74,47,0,3,361,0,1,Glenwood Springs, CO
185,"Grand Junction, CO",24300,2013,365,227,134,4,0,0,0,117,71,47,0,0,325,30,10,Grand Junction, CO
189,"Greeley, CO",24540,2013,365,226,128,11,0,0,0,133,87,46,0,0,335,30,0,Greeley, CO
376,"Pueblo, CO",39380,2013,127,117,10,0,0,0,0,91,43,22,0,0,0,100,27,Pueblo, CO
458,"Steamboat Springs, CO",44460,2013,349,336,13,0,0,0,0,64,31,15,0,0,0,0,349,Steamboat Springs, CO
55,"Boulder, CO",14500,2014,360,261,94,5,0,0,0,126,71,44,0,0,332,27,1,Boulder, CO
76,"Caon City, CO",15860,2014,59,58,1,0,0,0,0,51,27,15,0,0,0,0,59,Caon City, CO
97,"Colorado Springs, CO",17820,2014,365,277,88,0,0,0,0,90,64,44,0,0,355,10,0,Colorado Springs, CO
109,"Craig, CO",18780,2014,270,236,34,0,0,0,0,90,51,43,0,0,270,0,0,Craig, CO
123,"Denver-Aurora-Lakewood, CO",19740,2014,365,102,229,33,1,0,0,152,100,63,0,50,252,54,9,Denver-Aurora-Lakewood, CO
133,"Durango, CO",20420,2014,365,280,84,1,0,0,0,101,64,44,0,0,364,1,0,Durango, CO
168,"Fort Collins, CO",22660,2014,365,202,146,17,0,0,0,140,80,49,0,0,353,12,0,Fort Collins, CO
182,"Glenwood Springs, CO",24060,2014,365,303,60,2,0,0,0,108,58,44,0,0,364,1,0,Glenwood Springs, CO
185,"Grand Junction, CO",24300,2014,365,251,113,1,0,0,0,101,64,46,0,0,274,89,2,Grand Junction, CO
189,"Greeley, CO",24540,2014,365,248,113,4,0,0,0,126,74,45,1,0,337,26,1,Greeley, CO
376,"Pueblo, CO",39380,2014,124,119,4,1,0,0,0,110,41,23,0,0,0,75,49,Pueblo, CO
456,"Steamboat Springs, CO",44460,2014,346,334,12,0,0,0,0,65,35,15,0,0,0,0,346,Steamboat Springs, CO
55,"Boulder, CO",14500,2015,365,265,93,7,0,0,0,129,69,44,0,0,335,28,2,Boulder, CO
76,"Caon City, CO",15860,2015,57,57,0,0,0,0,0,37,22,11,0,0,0,0,57,Caon City, CO
98,"Colorado Springs, CO",17820,2015,365,284,80,1,0,0,0,105,64,44,2,0,357,6,0,Colorado Springs, CO
110,"Craig, CO",18780,2015,141,137,4,0,0,0,0,77,46,36,0,0,141,0,0,Craig, CO
124,"Denver-Aurora-Lakewood, CO",19740,2015,365,84,255,24,2,0,0,169,94,63,0,82,219,60,4,Denver-Aurora-Lakewood, CO
134,"Durango, CO",20420,2015,365,271,92,2,0,0,0,108,64,43,0,2,363,0,0,Durango, CO
168,"Fort Collins, CO",22660,2015,365,198,150,16,1,0,0,161,80,49,0,0,322,43,0,Fort Collins, CO
182,"Glenwood Springs, CO",24060,2015,365,264,91,10,0,0,0,133,67,45,0,0,358,2,5,Glenwood Springs, CO
185,"Grand Junction, CO",24300,2015,365,253,109,3,0,0,0,105,67,45,0,0,291,74,0,Grand Junction, CO
189,"Greeley, CO",24540,2015,365,232,124,9,0,0,0,133,80,47,0,0,334,28,3,Greeley, CO
378,"Pueblo, CO",39380,2015,129,123,6,0,0,0,0,94,34,19,0,0,0,89,40,Pueblo, CO
458,"Steamboat Springs, CO",44460,2015,364,357,7,0,0,0,0,58,32,13,0,0,0,0,364,Steamboat Springs, CO
54,"Boulder, CO",14500,2016,204,190,14,0,0,0,0,97,48,35,0,0,108,80,16,Boulder, CO
74,"Caon City, CO",15860,2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,52,Caon City, CO
96,"Colorado Springs, CO",17820,2016,366,268,96,2,0,0,0,126,67,44,0,0,342,24,0,Colorado Springs, CO
108,"Craig, CO",18780,2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0,Craig, CO
121,"Denver-Aurora-Lakewood, CO",19740,2016,366,92,245,25,4,0,0,159,93,61,0,88,216,47,15,Denver-Aurora-Lakewood, CO
131,"Durango, CO",20420,2016,366,251,107,8,0,0,0,122,80,46,0,1,359,3,3,Durango, CO
165,"Fort Collins, CO",22660,2016,366,189,169,7,1,0,0,151,87,50,0,0,317,47,2,Fort Collins, CO
179,"Glenwood Springs, CO",24060,2016,366,264,101,1,0,0,0,126,67,47,0,0,366,0,0,Glenwood Springs, CO
181,"Grand Junction, CO",24300,2016,366,260,105,1,0,0,0,102,64,46,0,0,299,67,0,Grand Junction, CO
185,"Greeley, CO",24540,2016,366,246,117,3,0,0,0,129,71,45,0,0,286,79,1,Greeley, CO
311,"Montrose, CO",33940,2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0,Montrose, CO
376,"Pueblo, CO",39380,2016,128,126,2,0,0,0,0,64,35,20,0,0,0,72,56,Pueblo, CO
456,"Steamboat Springs, CO",44460,2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352,Steamboat Springs, CO
53,"Boulder, CO",14500,2017,357,240,106,11,0,0,0,149,80,45,0,0,329,28,0,Boulder, CO
73,"Caon City, CO",15860,2017,39,39,0,0,0,0,0,44,28,11,0,0,0,0,39,Caon City, CO
95,"Colorado Springs, CO",17820,2017,365,240,122,3,0,0,0,116,71,46,0,0,327,38,0,Colorado Springs, CO
107,"Craig, CO",18780,2017,349,282,67,0,0,0,0,84,61,44,0,0,349,0,0,Craig, CO
120,"Denver-Aurora-Lakewood, CO",19740,2017,365,71,254,39,1,0,0,155,101,62,0,69,232,48,16,Denver-Aurora-Lakewood, CO
130,"Durango, CO",20420,2017,365,260,101,4,0,0,0,112,71,45,0,1,358,6,0,Durango, CO
165,"Fort Collins, CO",22660,2017,365,194,158,12,1,0,0,153,87,49,0,0,325,40,0,Fort Collins, CO
178,"Glenwood Springs, CO",24060,2017,365,241,123,1,0,0,0,108,71,47,0,0,365,0,0,Glenwood Springs, CO
180,"Grand Junction, CO",24300,2017,365,238,126,1,0,0,0,101,67,47,0,0,308,56,1,Grand Junction, CO
184,"Greeley, CO",24540,2017,365,211,146,7,1,0,0,154,77,47,0,0,273,92,0,Greeley, CO
310,"Montrose, CO",33940,2017,343,313,30,0,0,0,0,74,50,41,0,0,343,0,0,Montrose, CO
375,"Pueblo, CO",39380,2017,125,120,3,2,0,0,0,108,37,22,0,0,0,91,34,Pueblo, CO
455,"Steamboat Springs, CO",44460,2017,342,333,9,0,0,0,0,62,31,15,0,0,0,0,342,Steamboat Springs, CO
53,"Boulder, CO",14500,2018,362,219,114,28,1,0,0,159,96,46,0,0,285,77,0,Boulder, CO
73,"Caon City, CO",15860,2018,20,20,0,0,0,0,0,36,20,15,0,0,0,0,20,Caon City, CO
96,"Colorado Springs, CO",17820,2018,365,226,123,16,0,0,0,133,87,47,0,0,333,32,0,Colorado Springs, CO
108,"Craig, CO",18780,2018,331,262,68,1,0,0,0,108,61,42,0,0,331,0,0,Craig, CO
121,"Denver-Aurora-Lakewood, CO",19740,2018,365,83,225,49,8,0,0,174,112,64,0,56,232,56,21,Denver-Aurora-Lakewood, CO
131,"Durango, CO",20420,2018,365,240,105,10,9,1,0,218,80,45,0,0,330,32,3,Durango, CO
166,"Fort Collins, CO",22660,2018,365,195,142,25,3,0,0,169,97,50,0,0,322,43,0,Fort Collins, CO
179,"Glenwood Springs, CO",24060,2018,365,217,132,15,1,0,0,151,87,48,0,0,362,2,1,Glenwood Springs, CO
181,"Grand Junction, CO",24300,2018,365,216,144,5,0,0,0,150,80,46,1,0,301,62,1,Grand Junction, CO
185,"Greeley, CO",24540,2018,365,187,168,10,0,0,0,133,87,50,0,0,264,100,1,Greeley, CO
308,"Montrose, CO",33940,2018,326,257,68,1,0,0,0,122,64,42,0,0,326,0,0,Montrose, CO
373,"Pueblo, CO",39380,2018,123,117,5,1,0,0,0,101,39,23,0,0,0,84,39,Pueblo, CO
452,"Steamboat Springs, CO",44460,2018,355,354,1,0,0,0,0,51,30,15,0,0,0,0,355,Steamboat Springs, CO
52,"Boulder, CO",14500,2019,365,227,133,5,0,0,0,119,74,47,0,0,269,96,0,Boulder, CO
72,"Caon City, CO",15860,2019,32,32,0,0,0,0,0,29,23,13,0,0,0,0,32,Caon City, CO
95,"Colorado Springs, CO",17820,2019,365,259,106,0,0,0,0,100,67,45,0,0,345,18,2,Colorado Springs, CO
120,"Denver-Aurora-Lakewood, CO",19740,2019,365,91,252,20,2,0,0,154,90,58,0,60,212,63,30,Denver-Aurora-Lakewood, CO
130,"Durango, CO",20420,2019,365,274,91,0,0,0,0,87,61,44,0,35,330,0,0,Durango, CO
164,"Fort Collins, CO",22660,2019,365,208,151,6,0,0,0,129,77,48,0,0,337,28,0,Fort Collins, CO
177,"Glenwood Springs, CO",24060,2019,365,309,56,0,0,0,0,97,54,44,0,0,362,2,1,Glenwood Springs, CO
