,CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,City,State
179,"Grand Junction, CO",24300,2019,364,289,75,0,0,0,0,87,58,44,2,0,309,51,2,Grand Junction, CO
183,"Greeley, CO",24540,2019,365,252,110,3,0,0,0,125,69,45,0,0,236,129,0,Greeley, CO
372,"Pueblo, CO",39380,2019,126,125,1,0,0,0,0,68,31,20,0,0,0,75,51,Pueblo, CO
451,"Steamboat Springs, CO",44460,2019,356,353,2,1,0,0,0,137,27,13,0,0,0,0,356,Steamboat Springs, CO
53,"Boulder, CO",14500,2020,366,217,128,19,2,0,0,173,84,47,0,0,249,116,1,Boulder, CO
73,"Caon City, CO",15860,2020,17,17,0,0,0,0,0,27,20,11,0,0,0,0,17,Caon City, CO
97,"Colorado Springs, CO",17820,2020,366,255,104,6,1,0,0,151,74,45,0,0,340,26,0,Colorado Springs, CO
121,"Denver-Aurora-Lakewood, CO",19740,2020,366,119,213,30,4,0,0,161,97,58,0,68,213,70,15,Denver-Aurora-Lakewood, CO
130,"Durango, CO",20420,2020,366,284,80,2,0,0,0,133,61,44,0,0,348,18,0,Durango, CO
163,"Fort Collins, CO",22660,2020,366,222,125,17,2,0,0,157,87,48,0,0,316,50,0,Fort Collins, CO
175,"Glenwood Springs, CO",24060,2020,366,255,106,5,0,0,0,122,74,46,0,0,346,17,3,Glenwood Springs, CO
177,"Grand Junction, CO",24300,2020,366,302,61,3,0,0,0,108,58,44,0,0,299,66,1,Grand Junction, CO
181,"Greeley, CO",24540,2020,366,219,134,13,0,0,0,140,82,48,0,7,234,125,0,Greeley, CO
366,"Pueblo, CO",39380,2020,96,91,5,0,0,0,0,63,45,19,0,0,0,49,47,Pueblo, CO
442,"Steamboat Springs, CO",44460,2020,358,353,5,0,0,0,0,68,29,14,0,0,0,0,358,Steamboat Springs, CO
54,"Boulder, CO",14500,2021,365,204,126,32,3,0,0,159,100,48,0,0,273,90,2,Boulder, CO
74,"Caon City, CO",15860,2021,86,85,1,0,0,0,0,62,28,15,0,0,0,0,86,Caon City, CO
98,"Colorado Springs, CO",17820,2021,365,236,101,28,0,0,0,140,93,47,0,0,347,18,0,Colorado Springs, CO
123,"Denver-Aurora-Lakewood, CO",19740,2021,365,110,188,50,17,0,0,177,122,61,0,68,232,41,24,Denver-Aurora-Lakewood, CO
132,"Durango, CO",20420,2021,364,249,111,4,0,0,0,140,71,47,1,0,349,14,0,Durango, CO
165,"Fort Collins, CO",22660,2021,365,197,133,32,3,0,0,156,100,50,0,0,332,33,0,Fort Collins, CO
177,"Glenwood Springs, CO",24060,2021,365,230,130,4,1,0,0,156,74,47,0,0,350,14,1,Glenwood Springs, CO
179,"Grand Junction, CO",24300,2021,365,278,85,2,0,0,0,139,64,44,0,0,310,55,0,Grand Junction, CO
183,"Greeley, CO",24540,2021,365,199,132,33,1,0,0,154,100,49,0,1,287,77,0,Greeley, CO
368,"Pueblo, CO",39380,2021,220,208,11,1,0,0,0,138,38,21,0,0,0,66,154,Pueblo, CO
444,"Steamboat Springs, CO",44460,2021,354,347,7,0,0,0,0,68,31,15,0,0,0,0,354,Steamboat Springs, CO
53,"Boulder, CO",14500,2022,275,168,100,7,0,0,0,129,80,48,0,0,235,39,1,Boulder, CO
72,"Caon City, CO",15860,2022,74,71,3,0,0,0,0,77,28,12,0,0,0,0,74,Caon City, CO
96,"Colorado Springs, CO",17820,2022,276,171,103,2,0,0,0,115,77,48,1,0,267,6,2,Colorado Springs, CO
120,"Denver-Aurora-Lakewood, CO",19740,2022,282,84,163,34,1,0,0,169,105,61,0,28,217,22,15,Denver-Aurora-Lakewood, CO
129,"Durango, CO",20420,2022,306,210,95,1,0,0,0,108,74,47,0,0,298,8,0,Durango, CO
161,"Fort Collins, CO",22660,2022,274,137,129,8,0,0,0,126,87,51,1,0,261,12,0,Fort Collins, CO
173,"Glenwood Springs, CO",24060,2022,272,246,26,0,0,0,0,84,50,43,0,0,270,0,2,Glenwood Springs, CO
175,"Grand Junction, CO",24300,2022,276,219,56,1,0,0,0,108,58,45,0,0,250,21,5,Grand Junction, CO
179,"Greeley, CO",24540,2022,277,125,142,10,0,0,0,133,90,51,1,2,225,49,0,Greeley, CO
361,"Pueblo, CO",39380,2022,235,221,11,3,0,0,0,121,42,19,0,0,0,71,164,Pueblo, CO
435,"Steamboat Springs, CO",44460,2022,220,220,0,0,0,0,0,43,28,16,0,0,0,0,220,Steamboat Springs, CO
5,"Albany, GA",10500,2012,360,254,104,2,0,0,0,124,63,38,0,0,0,359,1,Albany, GA
13,"Americus, GA",11140,2012,233,204,29,0,0,0,0,97,54,40,0,0,233,0,0,Americus, GA
24,"Athens-Clarke County, GA",12020,2012,366,247,113,5,1,0,0,153,67,43,0,0,140,226,0,Athens-Clarke County, GA
25,"Atlanta-Sandy Springs-Roswell, GA",12060,2012,366,106,232,19,8,1,0,218,97,61,0,1,142,223,0,Atlanta-Sandy Springs-Roswell, GA
64,"Brunswick, GA",15260,2012,264,252,12,0,0,0,0,87,47,35,0,0,216,41,7,Brunswick, GA
114,"Dalton, GA",19140,2012,278,233,43,2,0,0,0,119,64,42,0,0,232,46,0,Dalton, GA
128,"Douglas, GA",20060,2012,60,48,12,0,0,0,0,60,58,35,0,0,0,60,0,Douglas, GA
175,"Gainesville, GA",23580,2012,328,210,118,0,0,0,0,75,60,45,0,0,0,328,0,Gainesville, GA
285,"Macon, GA",31420,2012,366,215,147,4,0,0,0,147,69,47,0,0,105,261,0,Macon, GA
400,"Rome, GA",40660,2012,365,49,316,0,0,0,0,99,81,64,0,0,0,365,0,Rome, GA
424,"Savannah, GA",42340,2012,366,276,89,1,0,0,0,107,59,41,0,0,111,255,0,Savannah, GA
460,"Summerville, GA",44900,2012,265,217,46,2,0,0,0,108,61,39,0,0,245,0,20,Summerville, GA
485,"Valdosta, GA",46660,2012,345,167,176,2,0,0,0,132,63,51,0,0,0,345,0,Valdosta, GA
498,"Warner Robins, GA",47580,2012,330,217,112,1,0,0,0,142,60,43,0,0,0,330,0,Warner Robins, GA
5,"Albany, GA",10500,2013,364,232,127,5,0,0,0,126,64,43,0,0,0,364,0,Albany, GA
13,"Americus, GA",11140,2013,245,232,13,0,0,0,0,80,48,36,0,0,245,0,0,Americus, GA
24,"Athens-Clarke County, GA",12020,2013,365,271,94,0,0,0,0,91,60,40,0,0,94,271,0,Athens-Clarke County, GA
25,"Atlanta-Sandy Springs-Roswell, GA",12060,2013,365,168,184,12,1,0,0,177,74,52,0,6,118,241,0,Atlanta-Sandy Springs-Roswell, GA
63,"Brunswick, GA",15260,2013,312,285,27,0,0,0,0,80,50,33,0,0,194,118,0,Brunswick, GA
114,"Dalton, GA",19140,2013,281,256,25,0,0,0,0,93,50,38,0,0,228,53,0,Dalton, GA
128,"Douglas, GA",20060,2013,59,52,7,0,0,0,0,59,55,32,0,0,0,59,0,Douglas, GA
176,"Gainesville, GA",23580,2013,342,215,127,0,0,0,0,90,63,42,0,0,0,342,0,Gainesville, GA
283,"Macon, GA",31420,2013,365,253,111,1,0,0,0,105,61,43,0,0,101,264,0,Macon, GA
398,"Rome, GA",40660,2013,364,166,198,0,0,0,0,95,70,52,0,0,0,364,0,Rome, GA
422,"Savannah, GA",42340,2013,357,279,78,0,0,0,0,90,57,38,0,0,104,253,0,Savannah, GA
460,"Summerville, GA",44900,2013,244,233,11,0,0,0,0,77,46,37,0,0,244,0,0,Summerville, GA
485,"Valdosta, GA",46660,2013,363,286,74,3,0,0,0,118,58,36,0,0,0,363,0,Valdosta, GA
498,"Warner Robins, GA",47580,2013,351,251,100,0,0,0,0,87,59,38,0,0,0,351,0,Warner Robins, GA
5,"Albany, GA",10500,2014,359,216,142,1,0,0,0,111,65,45,0,0,0,359,0,Albany, GA
13,"Americus, GA",11140,2014,244,229,15,0,0,0,0,77,49,38,0,0,244,0,0,Americus, GA
24,"Athens-Clarke County, GA",12020,2014,356,239,117,0,0,0,0,92,61,42,0,0,108,248,0,Athens-Clarke County, GA
25,"Atlanta-Sandy Springs-Roswell, GA",12060,2014,365,132,215,17,1,0,0,159,80,55,0,3,122,240,0,Atlanta-Sandy Springs-Roswell, GA
64,"Brunswick, GA",15260,2014,332,287,45,0,0,0,0,88,54,37,0,0,144,188,0,Brunswick, GA
115,"Dalton, GA",19140,2014,266,232,33,1,0,0,0,108,54,38,0,0,217,49,0,Dalton, GA
129,"Douglas, GA",20060,2014,61,55,6,0,0,0,0,66,50,35,0,0,0,61,0,Douglas, GA
177,"Gainesville, GA",23580,2014,318,177,141,0,0,0,0,95,65,47,0,0,0,318,0,Gainesville, GA
285,"Macon, GA",31420,2014,365,211,152,2,0,0,0,112,64,47,0,0,73,292,0,Macon, GA
397,"Rome, GA",40660,2014,362,133,228,1,0,0,0,109,72,54,0,0,0,362,0,Rome, GA
421,"Savannah, GA",42340,2014,333,246,87,0,0,0,0,77,57,42,0,0,68,265,0,Savannah, GA
458,"Summerville, GA",44900,2014,245,227,18,0,0,0,0,77,49,36,0,0,245,0,0,Summerville, GA
482,"Valdosta, GA",46660,2014,339,245,94,0,0,0,0,88,60,38,0,0,0,339,0,Valdosta, GA
495,"Warner Robins, GA",47580,2014,348,202,143,3,0,0,0,129,64,46,0,0,0,348,0,Warner Robins, GA
5,"Albany, GA",10500,2015,365,230,134,1,0,0,0,115,65,42,0,0,0,365,0,Albany, GA
13,"Americus, GA",11140,2015,245,236,8,1,0,0,0,129,48,34,0,0,245,0,0,Americus, GA
24,"Athens-Clarke County, GA",12020,2015,358,302,56,0,0,0,0,97,54,38,0,0,148,210,0,Athens-Clarke County, GA
25,"Atlanta-Sandy Springs-Roswell, GA",12060,2015,365,140,209,14,2,0,0,172,89,55,0,4,127,234,0,Atlanta-Sandy Springs-Roswell, GA
64,"Brunswick, GA",15260,2015,354,326,28,0,0,0,0,63,47,34,0,0,179,175,0,Brunswick, GA
116,"Dalton, GA",19140,2015,280,256,23,0,0,1,0,233,50,37,0,0,225,55,0,Dalton, GA
130,"Douglas, GA",20060,2015,60,56,4,0,0,0,0,60,47,28,0,0,0,60,0,Douglas, GA
177,"Gainesville, GA",23580,2015,264,149,115,0,0,0,0,94,65,48,0,0,0,264,0,Gainesville, GA
286,"Macon, GA",31420,2015,365,269,96,0,0,0,0,87,60,41,0,0,124,241,0,Macon, GA
400,"Rome, GA",40660,2015,338,236,102,0,0,0,0,73,58,40,0,0,0,338,0,Rome, GA
424,"Savannah, GA",42340,2015,365,306,59,0,0,0,0,74,56,36,0,0,120,245,0,Savannah, GA
460,"Summerville, GA",44900,2015,191,173,18,0,0,0,0,97,49,36,0,0,191,0,0,Summerville, GA
485,"Valdosta, GA",46660,2015,357,276,81,0,0,0,0,87,58,38,0,0,0,357,0,Valdosta, GA
498,"Warner Robins, GA",47580,2015,363,288,75,0,0,0,0,95,55,35,0,0,0,363,0,Warner Robins, GA
5,"Albany, GA",10500,2016,363,263,100,0,0,0,0,93,59,36,0,0,0,363,0,Albany, GA
13,"Americus, GA",11140,2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0,Americus, GA
24,"Athens-Clarke County, GA",12020,2016,362,295,61,4,2,0,0,162,61,40,0,0,191,171,0,Athens-Clarke County, GA
25,"Atlanta-Sandy Springs-Roswell, GA",12060,2016,366,105,229,28,4,0,0,200,97,57,0,2,153,211,0,Atlanta-Sandy Springs-Roswell, GA
63,"Brunswick, GA",15260,2016,343,314,27,2,0,0,0,129,49,35,0,0,182,161,0,Brunswick, GA
113,"Dalton, GA",19140,2016,275,233,41,1,0,0,0,112,58,43,0,0,242,33,0,Dalton, GA
127,"Douglas, GA",20060,2016,43,40,3,0,0,0,0,54,47,31,0,0,0,43,0,Douglas, GA
174,"Gainesville, GA",23580,2016,119,103,14,1,1,0,0,155,52,30,0,0,0,119,0,Gainesville, GA
283,"Macon, GA",31420,2016,366,267,94,5,0,0,0,147,63,42,0,0,146,220,0,Macon, GA
398,"Rome, GA",40660,2016,326,254,72,0,0,0,0,87,57,37,0,0,0,326,0,Rome, GA
422,"Savannah, GA",42340,2016,365,311,51,3,0,0,0,143,53,37,0,0,139,226,0,Savannah, GA
458,"Summerville, GA",44900,2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0,Summerville, GA
483,"Valdosta, GA",46660,2016,327,276,51,0,0,0,0,74,54,33,0,0,0,327,0,Valdosta, GA
496,"Warner Robins, GA",47580,2016,352,306,44,2,0,0,0,107,53,33,0,0,0,352,0,Warner Robins, GA
5,"Albany, GA",10500,2017,356,272,83,0,1,0,0,151,59,38,0,0,0,356,0,Albany, GA
13,"Americus, GA",11140,2017,241,229,12,0,0,0,0,67,47,35,0,0,241,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2017,360,311,49,0,0,0,0,97,54,38,0,0,175,185,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2017,365,174,180,11,0,0,0,150,80,51,0,15,163,187,0,Atlanta-Sandy Springs-Roswell, GA
62,"Brunswick, GA",15260,2017,276,257,19,0,0,0,0,77,47,35,0,0,215,61,0,Brunswick, GA
112,"Dalton, GA",19140,2017,257,229,28,0,0,0,0,90,51,39,0,0,204,53,0,Dalton, GA
126,"Douglas, GA",20060,2017,107,98,9,0,0,0,0,87,50,31,0,0,0,107,0,Douglas, GA
173,"Gainesville, GA",23580,2017,254,205,49,0,0,0,0,68,56,36,0,0,0,254,0,Gainesville, GA
281,"Macon, GA",31420,2017,365,284,81,0,0,0,0,93,58,40,0,0,163,202,0,Macon, GA
397,"Rome, GA",40660,2017,303,187,116,0,0,0,0,78,59,44,0,0,0,303,0,Rome, GA
421,"Savannah, GA",42340,2017,363,299,64,0,0,0,0,77,55,37,0,0,108,255,0,Savannah, GA
457,"Summerville, GA",44900,2017,240,232,8,0,0,0,0,64,45,36,0,0,240,0,0,Summerville, GA
482,"Valdosta, GA",46660,2017,317,235,81,0,1,0,0,151,58,38,0,0,0,317,0,Valdosta, GA
495,"Warner Robins, GA",47580,2017,330,265,65,0,0,0,0,92,56,35,0,0,0,330,0,Warner Robins, GA
5,"Albany, GA",10500,2018,357,293,63,1,0,0,0,137,57,30,0,0,0,357,0,Albany, GA
13,"Americus, GA",11140,2018,241,219,22,0,0,0,0,80,50,34,0,0,241,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2018,332,262,68,2,0,0,0,105,58,39,0,0,151,181,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2018,365,211,144,10,0,0,0,133,77,47,0,12,157,196,0,Atlanta-Sandy Springs-Roswell, GA
62,"Brunswick, GA",15260,2018,272,255,17,0,0,0,0,74,46,34,0,0,225,47,0,Brunswick, GA
113,"Dalton, GA",19140,2018,271,241,30,0,0,0,0,100,51,37,0,0,222,49,0,Dalton, GA
127,"Douglas, GA",20060,2018,116,112,4,0,0,0,0,65,37,22,0,0,0,116,0,Douglas, GA
174,"Gainesville, GA",23580,2018,322,282,40,0,0,0,0,68,52,30,0,0,0,322,0,Gainesville, GA
280,"Macon, GA",31420,2018,362,308,53,1,0,0,0,106,56,35,0,0,168,194,0,Macon, GA
394,"Rome, GA",40660,2018,333,226,107,0,0,0,0,80,60,40,0,0,0,333,0,Rome, GA
418,"Savannah, GA",42340,2018,363,315,48,0,0,0,0,74,53,36,0,0,113,250,0,Savannah, GA
454,"Summerville, GA",44900,2018,245,224,21,0,0,0,0,87,50,35,0,0,245,0,0,Summerville, GA
477,"Valdosta, GA",46660,2018,315,264,51,0,0,0,0,93,54,37,0,0,0,315,0,Valdosta, GA
490,"Warner Robins, GA",47580,2018,322,259,61,2,0,0,0,108,58,34,0,0,0,322,0,Warner Robins, GA
5,"Albany, GA",10500,2019,356,236,118,2,0,0,0,107,63,40,0,0,0,356,0,Albany, GA
13,"Americus, GA",11140,2019,238,211,27,0,0,0,0,97,54,39,0,0,238,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2019,365,245,120,0,0,0,0,87,61,44,0,0,136,229,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2019,365,162,184,18,1,0,0,172,87,52,0,9,171,185,0,Atlanta-Sandy Springs-Roswell, GA
61,"Brunswick, GA",15260,2019,279,254,25,0,0,0,0,80,50,36,0,0,224,55,0,Brunswick, GA
112,"Dalton, GA",19140,2019,269,230,39,0,0,0,0,93,54,42,0,0,239,30,0,Dalton, GA
126,"Douglas, GA",20060,2019,121,107,14,0,0,0,0,66,52,26,0,0,0,121,0,Douglas, GA
172,"Gainesville, GA",23580,2019,340,259,81,0,0,0,0,88,57,37,0,0,0,340,0,Gainesville, GA
278,"Macon, GA",31420,2019,362,275,84,3,0,0,0,137,61,39,0,0,158,204,0,Macon, GA
394,"Rome, GA",40660,2019,363,215,148,0,0,0,0,89,62,45,0,0,0,363,0,Rome, GA
417,"Savannah, GA",42340,2019,335,277,58,0,0,0,0,87,55,38,0,0,159,176,0,Savannah, GA
453,"Summerville, GA",44900,2019,244,231,13,0,0,0,0,71,48,40,0,0,244,0,0,Summerville, GA
476,"Valdosta, GA",46660,2019,309,255,54,0,0,0,0,68,55,35,0,0,0,309,0,Valdosta, GA
489,"Warner Robins, GA",47580,2019,354,246,106,1,1,0,0,152,61,38,0,0,0,354,0,Warner Robins, GA
5,"Albany, GA",10500,2020,365,276,87,2,0,0,0,114,61,37,0,0,0,365,0,Albany, GA
13,"Americus, GA",11140,2020,240,237,3,0,0,0,0,64,44,32,0,0,240,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2020,366,312,54,0,0,0,0,99,54,36,0,0,131,235,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2020,366,241,122,3,0,0,0,125,65,44,0,11,151,204,0,Atlanta-Sandy Springs-Roswell, GA
62,"Brunswick, GA",15260,2020,285,273,12,0,0,0,0,96,44,31,0,0,218,67,0,Brunswick, GA
113,"Dalton, GA",19140,2020,272,259,13,0,0,0,0,61,45,34,0,0,235,37,0,Dalton, GA
126,"Douglas, GA",20060,2020,120,115,4,1,0,0,0,108,42,25,0,0,0,120,0,Douglas, GA
171,"Gainesville, GA",23580,2020,359,304,55,0,0,0,0,98,55,33,0,0,0,359,0,Gainesville, GA
274,"Macon, GA",31420,2020,366,323,43,0,0,0,0,97,52,35,0,0,128,238,0,Macon, GA
388,"Rome, GA",40660,2020,326,283,43,0,0,0,0,80,53,31,0,0,0,326,0,Rome, GA
410,"Savannah, GA",42340,2020,365,313,51,1,0,0,0,131,53,37,0,0,111,254,0,Savannah, GA
444,"Summerville, GA",44900,2020,245,244,1,0,0,0,0,58,43,32,0,0,245,0,0,Summerville, GA
467,"Valdosta, GA",46660,2020,202,177,24,1,0,0,0,141,54,30,0,0,0,202,0,Valdosta, GA
479,"Warner Robins, GA",47580,2020,362,287,74,1,0,0,0,114,57,35,0,0,0,362,0,Warner Robins, GA
5,"Albany, GA",10500,2021,352,263,85,4,0,0,0,133,65,39,0,0,0,352,0,Albany, GA
13,"Americus, GA",11140,2021,245,228,17,0,0,0,0,74,49,35,0,0,245,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2021,365,262,102,1,0,0,0,107,61,41,0,0,120,245,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2021,365,209,148,8,0,0,0,150,77,47,0,13,149,203,0,Atlanta-Sandy Springs-Roswell, GA
63,"Brunswick, GA",15260,2021,322,298,24,0,0,0,0,77,48,34,0,0,213,109,0,Brunswick, GA
114,"Dalton, GA",19140,2021,276,242,34,0,0,0,0,87,51,37,0,0,234,42,0,Dalton, GA
128,"Douglas, GA",20060,2021,118,112,6,0,0,0,0,65,43,26,0,0,0,118,0,Douglas, GA
173,"Gainesville, GA",23580,2021,365,291,74,0,0,0,0,81,57,34,0,0,0,365,0,Gainesville, GA
276,"Macon, GA",31420,2021,365,274,89,2,0,0,0,131,62,40,0,0,113,252,0,Macon, GA
390,"Rome, GA",40660,2021,354,295,57,2,0,0,0,141,57,29,0,0,0,354,0,Rome, GA
412,"Savannah, GA",42340,2021,363,275,87,1,0,0,0,103,59,41,0,0,89,274,0,Savannah, GA
446,"Summerville, GA",44900,2021,245,238,7,0,0,0,0,80,45,33,0,0,245,0,0,Summerville, GA
469,"Valdosta, GA",46660,2021,358,293,65,0,0,0,0,84,55,35,0,0,0,358,0,Valdosta, GA
481,"Warner Robins, GA",47580,2021,359,273,82,4,0,0,0,111,61,37,0,0,0,359,0,Warner Robins, GA
5,"Albany, GA",10500,2022,241,166,70,4,1,0,0,151,61,36,0,0,0,241,0,Albany, GA
13,"Americus, GA",11140,2022,207,194,13,0,0,0,0,93,47,34,0,0,207,0,0,Americus, GA
23,"Athens-Clarke County, GA",12020,2022,243,183,60,0,0,0,0,87,60,44,0,0,131,112,0,Athens-Clarke County, GA
24,"Atlanta-Sandy Springs-Roswell, GA",12060,2022,274,153,113,7,1,0,0,169,71,48,1,7,145,121,0,Atlanta-Sandy Springs-Roswell, GA
61,"Brunswick, GA",15260,2022,273,238,34,1,0,0,0,106,53,37,0,0,126,147,0,Brunswick, GA
111,"Dalton, GA",19140,2022,181,156,24,1,0,0,0,105,54,40,0,0,181,0,0,Dalton, GA
125,"Douglas, GA",20060,2022,71,65,6,0,0,0,0,71,46,28,0,0,0,71,0,Douglas, GA
169,"Gainesville, GA",23580,2022,242,196,46,0,0,0,0,76,55,36,0,0,0,242,0,Gainesville, GA
270,"Macon, GA",31420,2022,273,229,44,0,0,0,0,90,55,38,0,0,126,147,0,Macon, GA
383,"Rome, GA",40660,2022,236,213,23,0,0,0,0,81,50,29,0,0,0,236,0,Rome, GA
403,"Savannah, GA",42340,2022,273,229,44,0,0,0,0,97,57,39,0,0,128,145,0,Savannah, GA
437,"Summerville, GA",44900,2022,214,205,9,0,0,0,0,77,47,35,0,0,214,0,0,Summerville, GA
459,"Valdosta, GA",46660,2022,232,178,54,0,0,0,0,100,61,35,0,0,0,232,0,Valdosta, GA
472,"Warner Robins, GA",47580,2022,243,198,44,1,0,0,0,102,57,33,0,0,0,243,0,Warner Robins, GA
